nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0783810	George Seminara	\N	\N	producer,director,actor	tt0368711
nm0784025	Raima Sen	1979	\N	actress	tt2075108
nm0784292	Rituparna Sengupta	1971	\N	actress,music_department,producer	tt4658770
nm0786733	Michel Seydoux	\N	\N	producer,miscellaneous,actor	tt1935156
nm0787030	Shaan Shahid	1971	\N	actor,director,writer	tt1068956,tt1821700,tt3395608
nm0787462	Naseeruddin Shah	1950	\N	actor,music_department,director	tt0379370,tt0453729,tt1280558
nm0787748	Shalini	1980	\N	actress	tt0242256
nm0788164	Mamata Shankar	1955	\N	actress	tt3365690
nm0788171	S. Shankar	\N	\N	writer,director,producer	tt0376127
nm0788613	Peter Shapiro	\N	\N	producer,executive,director	tt0892375
nm0788872	Deepak Sharma	\N	\N	assistant_director,producer,actor	tt1261047
nm0791226	Rachel Shelley	1969	\N	actress	tt0169102
nm0791803	John Shepherd	1960	\N	actor,producer,writer	tt1277737
nm0792049	Stacey Sher	\N	\N	producer,actress,executive	tt1853728
nm0792116	Jimmy Sheirgill	1970	\N	actor,producer	tt0456144,tt1280558,tt2377938,tt7180544
nm0792431	Emile Sherman	\N	\N	producer,miscellaneous,actor	tt1504320,tt3741834
nm0792911	Sunil Shetty	1961	\N	actor,producer	tt0242519
nm0792957	Michael Shevloff	\N	\N	producer,assistant_director,miscellaneous	tt2518788
nm0793851	Sayaji Shinde	\N	\N	actor,producer	tt4833824
nm0795661	Saurabh Shukla	1963	\N	actor,writer,director	tt1010048,tt2082197
nm0796207	Georges Siatidis	1963	\N	actor	tt0283509
nm0797773	Surekha Sikri	1945	\N	actress	tt0329393
nm0798831	Marc Silvera	\N	\N	producer,miscellaneous	tt1157720
nm0798899	David Silverman	1957	\N	producer,miscellaneous,animation_department	tt0198781
nm0799777	J.K. Simmons	1955	\N	actor,soundtrack	tt2582802,tt3783958
nm0800493	Jamie Simone	\N	\N	casting_director,miscellaneous,producer	tt4618398
nm0800907	Bart Simpson	\N	\N	producer,sound_department,production_manager	tt0379225
nm0801264	Simran	1976	\N	actress,soundtrack	tt0312859,tt0378647,tt0385928,tt1180583
nm0801691	Nigel Sinclair	\N	\N	producer,executive,miscellaneous	tt0462441,tt1113829,tt1853563,tt2518788
nm0801883	Alexander Singer	1928	\N	director,assistant_director,producer	tt0278736
nm0801885	Andre Singer	\N	\N	producer,miscellaneous,director	tt3455822
nm0802501	Bruce Sinofsky	1956	2015	director,producer,editor	tt2028530
nm0803348	Ori Sivan	1963	\N	writer,miscellaneous,director	tt1185616
nm0805690	Mike Slee	1959	\N	director,producer,writer	tt5027202
nm0809833	Russell Smith	1954	\N	producer	tt1659337
nm0810478	John Smithson	\N	\N	producer,miscellaneous,director	tt0379557
nm0812186	Ana Sofrenovic	1972	\N	actress	tt0209180
nm0812555	Kyung-gu Sol	1968	\N	actor	tt3153634
nm0814469	Sion Sono	1961	\N	director,writer,actor	tt1128075
nm0814716	Ömer Faruk Sorak	\N	\N	director,producer,cinematographer	tt0270053,tt0384116
nm0815265	Martha Sosa Elizondo	\N	\N	producer,actress,executive	tt1320254
nm0816297	Filip Sovagovic	1966	\N	actor,director,writer	tt0283509
nm0817897	Clare Spencer	\N	\N	miscellaneous,producer,assistant_director	tt3970482
nm0818055	Octavia Spencer	1972	\N	actress,producer,soundtrack	tt1454029
nm0820208	Sreenivasan	\N	\N	actor,writer,director	tt1821682,tt4928620,tt5889462
nm0820266	Sripriya	\N	\N	actress,director,music_department	tt3810932
nm0820282	Aditya Srivastava	1968	\N	actor,music_department	tt0400234
nm0823435	Diego Starosta	\N	\N	actor	tt3011894
nm0823592	Ringo Starr	1940	\N	actor,soundtrack,producer	tt1113829
nm0824395	Charles Steel	\N	\N	producer,miscellaneous	tt1183919
nm0829537	Jon Stewart	1962	\N	writer,producer,actor	tt5494396
nm0834379	Jon Strickland	1952	\N	actor	tt1305871
nm0836121	Michael Stuhlbarg	1968	\N	actor	tt5726616
nm0836991	Nataraja Subramanian	\N	\N	cinematographer,actor	tt3711164
nm0837386	Michael Sugar	\N	\N	producer,actor,miscellaneous	tt1895587
nm0837523	Tomokazu Sugita	1980	\N	actor	tt1572781,tt2374144
nm0837744	Viktor Sukhorukov	1951	\N	actor	tt0851577
nm0839331	Sunmin Park	\N	\N	producer,writer,director	tt4881362
nm0839634	Sanjay Suri	1971	\N	actor,producer,writer	tt0347779
nm0839820	Sushant Singh	\N	\N	actor	tt0319736
nm0839866	Goran Susljik	1969	\N	actor,producer	tt0855822
nm0840699	Toshio Suzuki	1948	\N	producer,miscellaneous,actor	tt0347149
nm0840720	Ken'ichi Suzumura	1974	\N	actor,soundtrack,manager	tt1278060
nm0841552	Arvind Swamy	1970	\N	actor,soundtrack,music_department	tt4987556,tt6027478
nm0841915	Swarnamalya	\N	\N	actress	tt0242256,tt1034053
nm0842156	Mary Sweeney	1953	\N	producer,editor,writer	tt0166924
nm0844371	Borys Szyc	1978	\N	actor,producer	tt6543652
nm0846092	Kamal Tabrizi	1959	\N	director,writer,cinematographer	tt0416960
nm0846480	Cary-Hiroyuki Tagawa	1950	\N	actor,producer,miscellaneous	tt1028532
nm0847146	Kazuya Takahashi	1969	\N	actor,composer,soundtrack	tt1087578
nm0847223	Isao Takahata	1935	2018	director,writer,producer	tt2576852
nm0847594	Junko Takeuchi	1972	\N	actress	tt4618398
nm0847624	Yûko Takeuchi	1980	\N	actress	tt0442268
nm0847690	Yôjirô Takita	1955	\N	director,writer,actor	tt1069238
nm0848968	Atsuko Tanaka	1962	\N	actress	tt1260502
nm0849028	Mayumi Tanaka	1955	\N	actress,soundtrack	tt2375379
nm0849164	Loveleen Tandan	\N	\N	casting_director,assistant_director,casting_department	tt1010048
nm0849786	Danis Tanovic	1969	\N	director,writer,producer	tt0283509
nm0850601	Béla Tarr	1955	\N	producer,director,miscellaneous	tt2243299
nm0851523	Ramesh Sadhuram Taurani	\N	\N	producer,music_department,soundtrack	tt0319736
nm0853238	Tate Taylor	1969	\N	actor,producer,director	tt1454029
nm0854822	Joram ten Brink	\N	\N	producer,director,writer	tt2375605
nm0855256	Valentin Teodosiu	1953	\N	actor	tt1194620
nm0856124	Eddy Terstall	1964	\N	director,writer,actor	tt0393775
nm0857253	The Edge	1961	\N	soundtrack,composer,actor	tt0892375
nm0857488	Mike Theodore	\N	\N	soundtrack,composer	tt2125608
nm0857620	Justin Theroux	1971	\N	actor,writer,producer	tt0166924
nm0858128	Thilakan	1935	2012	actor	tt2218988
nm0858799	Emma Thomas	\N	\N	producer,miscellaneous,actress	tt0482571,tt0816692,tt1345836,tt1375666
nm0863374	Emma Tillinger Koskoff	\N	\N	producer,miscellaneous,actress	tt0993846
nm0865189	Jennifer Todd	1969	\N	producer,miscellaneous	tt0209144
nm0865297	Suzanne Todd	1965	\N	producer,miscellaneous,executive	tt0209144
nm0865918	Éric Toledano	1971	\N	writer,director,producer	tt1675434
nm0868219	Guillermo del Toro	1964	\N	writer,producer,director	tt0457430
nm0868872	Frida Torresblanco	\N	\N	producer,miscellaneous,assistant_director	tt0457430
nm0870175	Pete Townshend	1945	\N	music_department,soundtrack,composer	tt0462441
nm0872729	Sergej Trifunovic	1972	\N	actor	tt0383846
nm0873220	Komgrit Triwimol	\N	\N	director,actor,assistant_director	tt0399040
nm0873237	Slobodan Trninic	\N	\N	cinematographer,camera_department,producer	tt2244877
nm0874170	Lisa Truitt	\N	\N	producer,miscellaneous,director	tt1692928
nm0875434	Yuriy Tsurilo	1946	\N	actor	tt3560686
nm0875453	Kazuya Tsurumaki	1966	\N	animation_department,director,art_department	tt0860906
nm0876300	Ulrich Tukur	1957	\N	actor,soundtrack,writer	tt0393597,tt0405094
nm0877555	Frantz Turner	\N	\N	actor,miscellaneous	tt2370248
nm0878763	Morten Tyldum	1967	\N	director,producer,editor	tt2084970
nm0879402	Gábor Téni	1966	\N	production_manager,producer,location_management	tt2243299
nm0879783	Aleksey Uchitel	1951	\N	producer,director,writer	tt3560686
nm0879889	Leslee Udwin	1957	\N	actress,producer,director	tt4058426
nm0880126	Özkan Ugur	1953	\N	actor,soundtrack,composer	tt0384116
nm0880407	Lembit Ulfsak	1947	2017	actor,director,writer	tt2991224
nm0880854	Haruo Umekawa	\N	\N	producer	tt1128075
nm0881279	Lee Unkrich	1967	\N	editor,editorial_department,director	tt0198781,tt0266543,tt0435761,tt2380307
nm0882203	Zaza Urushadze	1965	\N	director,writer,producer	tt2991224
nm0885249	Jean-Marc Vallée	1963	\N	director,producer,editor	tt0401085,tt0790636
nm0889513	Agnès Varda	1928	\N	director,writer,editor	tt1129435
nm0890060	Ram Gopal Varma	1962	\N	director,producer,writer	tt0296574
nm0891216	Matthew Vaughn	1971	\N	producer,writer,director	tt0208092
nm0891641	Eddie Vedder	1964	\N	soundtrack,actor,composer	tt1417592
nm0893142	Venkatesh Daggubati	1960	\N	actor,music_department	tt1417299,tt3810932
nm0893449	Nedumudi Venu	1948	\N	actor,writer,director	tt0483180
nm0893659	Gore Verbinski	1964	\N	director,producer,writer	tt0325980
nm0893941	Maribel Verdú	1970	\N	actress,soundtrack	tt0457430
nm0897201	Joseph Vijay	1974	\N	actor,soundtrack,music_department	tt3801314,tt6485666
nm0897640	Mónica Villa	1954	\N	actress,soundtrack	tt3011894
nm0897845	Soledad Villamil	1969	\N	actress,soundtrack	tt1305806
nm0898288	Denis Villeneuve	1967	\N	director,writer,editor	tt1255953,tt1392214,tt1856101
nm0898546	Pruitt Taylor Vince	1960	\N	actor,director	tt1720035
nm0899121	Thomas Vinterberg	1969	\N	director,writer,actor	tt2106476
nm0899702	Nicole Visram	\N	\N	producer,miscellaneous,assistant_director	tt0358456
nm0900266	Vivek	\N	\N	actor	tt0376127
nm0900524	Asen Vladimirov	1954	\N	producer,writer,director	tt1670703
nm0900840	P.J. Voeten	\N	\N	assistant_director,miscellaneous,producer	tt1392190
nm0902193	Annedore von Donop	\N	\N	producer,editorial_department,miscellaneous	tt0307385
nm0905152	Lilly Wachowski	1967	\N	writer,producer,director	tt0133093
nm0905154	Lana Wachowski	1965	\N	writer,producer,director	tt0133093
nm0905564	Nina Wadia	1968	\N	actress,writer,producer	tt6413712
nm0905676	Ana Wagener	1962	\N	actress,soundtrack,miscellaneous	tt4857264
nm0907869	John Walker	1956	\N	producer,writer,actor	tt0317705,tt3606756
nm0908323	Anne Walker-McBay	\N	\N	producer,casting_director,production_manager	tt0381681
nm0910237	Graham Walters	\N	\N	visual_effects,producer,production_manager	tt0266543
nm0910607	Christoph Waltz	1956	\N	actor,director,soundtrack	tt1853728
nm0913488	Kerry Washington	1977	\N	actress,producer,soundtrack	tt1853728
nm0913784	Toshihisa Watai	\N	\N	producer,production_manager,miscellaneous	tt1069238
nm0913822	Ken Watanabe	1959	\N	actor,producer,director	tt0372784,tt0493393,tt1375666
nm0914166	Roger Waters	1943	\N	soundtrack,composer,music_department	tt3970482
nm0914455	Leonor Watling	1975	\N	actress,soundtrack,music_department	tt0287467
nm0914612	Emma Watson	1990	\N	actress,soundtrack,producer	tt1201607,tt1659337
nm0914615	Eric Watson	\N	\N	producer,director,writer	tt0180093
nm0915208	Naomi Watts	1968	\N	actress,producer,soundtrack	tt0166924
nm0915989	Hugo Weaving	1960	\N	actor,soundtrack,producer	tt0133093,tt0434409
nm0918199	Andrew Weiner	\N	\N	producer,director,writer	tt0473453
nm0922279	Palmer West	\N	\N	producer,executive	tt0180093
nm0923736	Joss Whedon	1964	\N	writer,producer,director	tt0848228
nm0926824	Douglas Wick	\N	\N	producer,writer,executive	tt0172495
nm0927086	Jedd Wider	\N	\N	producer,director,writer	tt2111478
nm0927270	Max Wiedemann	1977	\N	producer,miscellaneous,executive	tt0405094
nm0929489	Tom Wilkinson	1948	\N	actor,soundtrack	tt0338013
nm0929609	Fred Willard	1939	\N	actor,soundtrack,writer	tt0910970
nm0931308	Michael Williams	1957	\N	producer,executive	tt0317910
nm0931324	Michael Kenneth Williams	1966	\N	actor,producer,miscellaneous	tt2024544
nm0931736	Steven Williams	1949	\N	actor,director	tt0419781
nm0934406	Dirk Wilutzky	1965	\N	production_manager,producer,cinematographer	tt4044364
nm0934668	Vibeke Windeløv	1950	\N	producer,production_manager,actress	tt0168629,tt0276919
nm0941777	Sam Worthington	1976	\N	actor,producer,director	tt2119532
nm0942482	Jeffrey Wright	1965	\N	actor,producer,soundtrack	tt0381061
nm0944834	Raghuvir Yadav	1957	\N	actor,music_department,soundtrack	tt0169102
nm0945189	Simon Yam	1955	\N	actor,director,producer	tt1220719
nm0945290	Kôichi Yamadera	1961	\N	actor,soundtrack	tt1260502
nm0945322	Kappei Yamaguchi	1965	\N	actor,soundtrack	tt2375379
nm0945734	Tsutomu Yamazaki	1936	\N	actor	tt1069238
nm0946734	David Yates	1963	\N	director,producer,writer	tt1201607
nm0946824	Simon Yates	1963	\N	actor,stunts,miscellaneous	tt0379557
nm0947447	Donnie Yen	1963	\N	actor,stunts,producer	tt1220719
nm0947984	Muzaffer Yildirim	\N	\N	producer,actor	tt2758880,tt6628102
nm0947986	Bennu Yildirimlar	\N	\N	actress	tt6628102
nm0947999	Can Yilmaz	\N	\N	producer,actor,miscellaneous	tt2592910
nm0948000	Cem Yilmaz	1973	\N	actor,writer,director	tt0270053,tt0384116,tt2592910
nm0948159	Wilson Yip	\N	\N	director,actor,writer	tt1220719
nm0949097	Kazuko Yoshiyuki	1935	\N	actress	tt1069238
nm0949167	Ji-tae Yu	1976	\N	actor,director,writer	tt0364569
nm0950153	Wayne Young	\N	\N	producer	tt1029172
nm0950361	Nasiruddin Yousuff	\N	\N	director,writer,actor	tt1906386
nm0953423	Merila Zare'i	1971	\N	actress,casting_director	tt1360860
nm0954912	Marina Zenovich	\N	\N	director,producer,actress	tt7689966
nm0958852	Katarina Zutic	1972	\N	actress	tt0209180
nm0960033	Akio Ôtsuka	1959	\N	actor	tt1260502
nm0960222	Zeynep Ozbatur Atakan	1966	\N	producer,executive	tt2758880,tt6628102
nm0960312	Anders Østergaard	1965	\N	director,writer	tt1333634
nm0960379	Birol Ünel	1961	\N	actor	tt0347048
nm0961737	Gracy Singh	1980	\N	actress,music_department	tt0169102
nm0967692	Ivan Zivkovic	\N	\N	director,assistant_director,actor	tt0855822
nm0988883	Vinny Appice	1959	\N	soundtrack,actor	tt1361558
nm0993256	Kiran Rathod	\N	\N	actress,assistant_director	tt0367495
nm0993272	Ellouise Rothwell	\N	\N	actress	tt0371392
nm0996625	Charmy Kaur	1987	\N	actress,producer	tt0473604,tt0929620
nm0997115	Miyu Irino	1988	\N	actor,soundtrack	tt5323662
nm0998044	Sneha	1981	\N	actress,soundtrack	tt0459516
nm0998439	Kevin T. Collins	\N	\N	actor,director,writer	tt2358913
nm1001181	Nitin Keni	\N	\N	producer,miscellaneous,executive	tt3341582,tt5190958,tt5312232
nm1001345	Mohan Raja	\N	\N	director,writer,music_department	tt4987556
nm1001625	Renji Panicker	\N	\N	actor,writer,producer	tt7345930
nm1002038	Çetin Tekindor	1945	\N	actor	tt0476735,tt2150209,tt6316138
nm1002817	V. Natarajan	\N	\N	producer,actor	tt0242256
nm1003922	Brian Oliver	1971	\N	producer	tt1979320
nm1004808	Ana Papadopulu	\N	\N	actress	tt1178197
nm1004887	Pradeep Singh Rawat	\N	\N	actor	tt2375559
nm1006692	Dick Carruthers	\N	\N	director,producer,editor	tt2414166
nm1007581	Manobala	\N	\N	actor,director,producer	tt3711164
nm1008258	Sophokles Tasioulis	\N	\N	producer,production_manager	tt0393597
nm10086659	Taha Sadaqat	\N	\N	producer	tt8043306
nm10086660	Asif Malik	\N	\N	producer	tt8043306
nm10111890	Hemant Bhandari	\N	\N	producer	tt7725596
nm1011269	Taylor Hawkins	1972	\N	soundtrack,actor,composer	tt1853563
nm1011348	Indrajith Sukumaran	1980	\N	actor,music_department,soundtrack	tt0867145,tt3034728
nm1011835	Kelly Nyks	\N	\N	producer,director,actor	tt3270538
nm1011849	Sisse Graum Jørgensen	1972	\N	producer	tt2106476
nm10133104	Kerry Rock	\N	\N	producer,editor	tt0371392
nm1013671	Lucy Walker	\N	\N	director,producer,writer	tt2499076
nm1014040	Stephen Segaller	\N	\N	miscellaneous,producer,production_manager	tt2104994
nm10148039	Andrew Ackerman	\N	\N	camera_department,cinematographer,producer	tt6333054
nm10161090	Ammar Alfian	\N	\N	actor	tt9063106
nm1016827	Dan Hartley	1974	\N	camera_department,producer,director	tt2073600
nm10174308	Adithya Bhaskar	\N	\N	actor	tt7019842
nm1017958	Evgeny Afineevsky	1972	\N	producer,director,writer	tt4908644
nm1018493	Rakeysh Omprakash Mehra	1963	\N	producer,director,writer	tt0405508,tt2356180
nm10189608	Cheng Cheng	\N	\N		tt1097256
nm10189609	Luo Lei	\N	\N		tt1097256
nm10189610	Xu Xiaofei	\N	\N		tt1097256
nm1020749	Lauren Lazin	\N	\N	producer,director,writer	tt0343121
nm10215770	Adi Afendi	\N	\N	actor	tt9063106
nm1024685	Bhushan Kumar	\N	\N	producer,miscellaneous,executive	tt3848892
nm1025281	Sandali Sinha	1971	\N	actress	tt0347779
nm1027039	Shaun White	1986	\N	actor,producer,soundtrack	tt2499076
nm1027719	Farhan Akhtar	1974	\N	producer,actor,writer	tt1562872,tt2356180
nm1030819	Hee Jae	1980	\N	actor	tt0423866
nm1030925	Carlo Ljubek	1976	\N	actor	tt1178197
nm1032700	Ritesh Sidhwani	\N	\N	producer,actor,miscellaneous	tt1562872
nm1034777	Billy Mitchell	\N	\N		tt0923752
nm1034914	James Wilson	\N	\N	producer,miscellaneous,actor	tt5777628
nm1035692	Brendan Mackey	\N	\N	actor	tt0379557
nm1036659	Bárbara Lennie	1984	\N	actress	tt4857264
nm1040181	Aigars Grauba	1965	\N	director,writer,producer	tt2516280
nm1041023	Navid Negahban	1968	\N	actor,producer,stunts	tt1277737
nm1045684	Jae-yeong Jeong	1971	\N	actor	tt1499666
nm1045837	Hyeong-jin Kong	1972	\N	actor	tt0386064
nm1045937	Joon-ik Lee	1959	\N	director,actor,producer	tt3153634
nm1046097	Rachel McAdams	1978	\N	actress,soundtrack	tt1895587
nm1047193	Won Bin	1977	\N	actor	tt0386064
nm1048199	Kim Jee-Young	1938	2017	actress	tt2070649
nm1048283	Carolyn Porco	\N	\N	producer,writer,miscellaneous	tt6223974
nm1049185	Robert Reich	1946	\N	actor	tt2215151
nm1049433	Lenny Abrahamson	1966	\N	director,producer,writer	tt3170832
nm1050514	Saira Shah	1964	\N	producer,writer	tt0412631
nm1051686	G.E. Smith	1952	\N	music_department,soundtrack,actor	tt3970482
nm1055413	Michael Fassbender	1977	\N	actor,producer,soundtrack	tt2024544,tt2518788
nm1056059	Rajeev Ravi	\N	\N	cinematographer,director,writer	tt5458088
nm1056790	Nicholas Aaron	\N	\N	actor	tt0379557
nm1057856	Priya Arun	\N	\N	actress	tt1590129
nm1059922	Paul Watson	1950	\N	producer,actor	tt0856008
nm1060902	Gareth Unwin	\N	\N	producer,assistant_director,production_manager	tt1504320
nm1061848	Charles Bishop	\N	\N	producer,writer,miscellaneous	tt0310793
nm1064909	Julian Cautherley	\N	\N	producer,camera_department,editor	tt2499076
nm1066396	Renjith	\N	\N	writer,director,producer	tt1695800
nm1066795	Vijayaraghavan	\N	\N	actor	tt3124456
nm1069584	Rie Kugimiya	1979	\N	actress,soundtrack,music_department	tt2374144
nm1069826	Gautham Menon	\N	\N	director,writer,producer	tt0455829,tt1180583,tt1609168
nm1071252	Alexander Gould	1994	\N	actor	tt0266543
nm1072555	Morena Baccarin	1979	\N	actress	tt1431045
nm1077440	Paul Morphos	\N	\N	producer,writer,miscellaneous	tt6346162
nm1079062	Oriol Paulo	1975	\N	writer,director,editorial_department	tt4857264
nm1082477	Omar Sy	1978	\N	actor,writer,producer	tt1675434
nm1083042	Gary Neville	1975	\N		tt3311384
nm1083864	Scot McFadyen	\N	\N	producer,music_department,director	tt0478209,tt1249171,tt1361558,tt1545103,tt4130418
nm1084488	Umesh Shukla	\N	\N	writer,actor,director	tt2283748
nm1084853	Allu Arjun	1980	\N	actor,music_department,producer	tt1649431
nm1085525	Engin Günaydin	1972	\N	actor,writer	tt7642818
nm1085908	Hwan-kyung Lee	\N	\N	writer,director	tt2659414
nm1086175	Hristo Mutafchiev	1969	\N	actor	tt1178197
nm1089542	Deyan Donkov	\N	\N	actor	tt1670703
nm1089991	Tom Hiddleston	1981	\N	actor,producer,soundtrack	tt3313066
nm1090998	Cristi Puiu	1967	\N	writer,director,actor	tt0456149
nm1091878	Ivan Barnev	1973	\N	actor	tt1670703
nm1094188	Rohini	1969	\N	actress,writer,director	tt5889462
nm1094273	Jason Byrne	\N	\N	producer,assistant_director,art_department	tt1194437
nm1095324	Leo Bill	1980	\N	actor	tt4476736
nm1096250	Ronald A. DiNicola	\N	\N	producer,actor,legal	tt1419318
nm1099597	Radha Ravi	\N	\N	actor,music_department,soundtrack	tt2877108,tt5959980,tt9042284
nm1102970	Sarah Vowell	1969	\N	actress,writer,miscellaneous	tt3606756
nm1103781	Arnold Messer	\N	\N	producer,executive	tt1130884
nm1104118	Ki-duk Kim	1960	\N	writer,director,producer	tt0423866
nm1104532	Paul Ackerley	\N	\N	production_manager,actor,editorial_department	tt4130418
nm1109153	Audrey Fleurot	1977	\N	actress	tt1675434
nm1111296	Snowy White	1948	\N	soundtrack,music_department	tt3970482
nm1115537	Vijayakanth	1952	\N	actor,director,writer	tt0378647
nm1118214	Andy Goldsworthy	\N	\N	camera_department	tt0307385
nm1119079	Tomm Moore	1977	\N	writer,animation_department,director	tt1865505
nm1121870	Mahesh Babu	1975	\N	actor,stunts	tt0366840,tt0471571,tt2375559,tt6980546
